CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,MonthlyRevenue,NPS,CLV,Exited
19,577,Spain,Male,36,1,158453.43114118004,1,0,0,33068.917011960315,857.823476193468,3,58284.27511554815,1
20,537,France,Male,33,2,161738.83164691474,1,1,0,36752.20451373288,871.7596827296613,6,22290.248199060577,0
21,767,Spain,Male,49,1,0.0,4,0,1,27364.322634339904,207.63008738848933,10,5488.808840222366,0
22,631,France,Male,34,0,137540.26351074933,3,1,1,124946.11735970873,859.6760347594276,6,98715.76741030552,0
23,655,Spain,Female,45,6,94735.761425855,1,1,0,169922.46533301094,557.2640209538058,3,25702.662123174887,1
24,536,Spain,Female,36,7,158364.9856809925,1,0,0,44202.43466514662,849.0787913895333,3,82093.32601802965,1
25,606,Spain,Female,27,4,144440.79348551747,1,1,1,85057.31695759874,800.5857047476545,6,66473.60436012564,0
26,658,Germany,Female,54,9,124966.38490157243,2,1,0,139216.00113444895,733.7169644272446,3,68423.28526781042,1
27,557,Spain,Female,39,10,90062.548483222,2,1,0,67981.53684975299,575.16064339442,6,15338.720396460747,0
28,680,Spain,Female,30,8,0.0,2,1,1,46922.74551273799,109.53421724899205,6,4451.504755142733,0
29,601,France,Male,24,3,0.0,1,1,0,182184.94500427344,59.5160603544079,4,5029.4762428514205,0
30,626,Germany,Female,25,0,0.0,1,0,0,143499.87730774746,69.08158439732166,6,2252.6729111523273,0
31,601,Germany,Male,34,3,76016.71298217445,1,0,1,185801.77884347783,447.09275635428475,7,43559.050609262675,0
32,798,France,Female,57,4,84668.85973204393,2,1,0,158411.8980473868,525.9916714842079,3,62180.10627864514,1
33,648,France,Male,32,10,106368.39782127825,1,1,0,76100.43016130276,594.3170866213774,4,43372.96143901761,0
34,565,France,Female,52,7,207912.78206705203,1,1,0,14836.686322144686,1092.4146907494887,0,66169.41348399314,1
35,715,Germany,Female,36,4,81318.66666174732,1,1,1,98742.77705328322,479.7068211929642,7,14356.514712850765,0
36,552,Spain,Female,26,9,105521.68552001679,1,0,0,79770.43575401233,599.1444752691837,5,26142.04282787268,1
37,666,France,Female,33,8,110720.6462286514,2,0,0,105963.0452405315,671.768601050049,5,80015.97228683169,0
38,493,Germany,Male,25,5,161314.15943570182,1,1,0,12336.612851012906,890.2782905421467,4,41070.46710340242,1
39,543,France,Female,29,7,129293.81000176212,3,1,1,111352.94060439747,821.104771857311,7,26729.250494500324,0
40,665,Germany,Male,29,2,0.0,1,1,1,88475.1575131066,77.53043240644203,9,8704.952593470302,0
41,709,France,Male,18,2,108127.47669152574,1,1,1,139259.9911260446,592.9176084592602,4,49150.619651176276,0
42,663,France,Male,53,8,0.0,2,1,1,61136.21644748742,114.81083259757857,10,3704.0494948280675,0
43,640,France,Male,40,5,74629.02172927698,2,0,0,165594.49153410108,476.47411707759983,3,35417.9800240377,0
44,625,France,Female,31,3,0.0,2,1,1,186668.63267736262,109.52986544767873,7,9369.231234200144,0
45,531,Spain,Female,40,7,128055.17981075206,1,0,0,41460.02486463095,691.1767272294215,5,49643.003908510065,1
46,592,Spain,Female,29,3,0.0,1,1,0,132833.97914426887,44.516880958334866,8,3989.2527747650624,0
47,613,France,Male,18,10,135087.25427441127,1,0,1,130379.88134236191,763.8493298277648,7,38209.81710993746,0
48,734,France,Male,67,3,0.0,1,1,1,74633.49002500635,78.87847621019269,4,2113.0568308938787,1
49,677,France,Male,39,6,114953.92096546022,2,1,0,31608.110479118764,690.0698308168953,4,80106.6285653575,0
50,508,Spain,Male,32,6,0.0,1,1,0,137058.26624215703,64.31197119762044,7,5610.009571974671,0
51,675,Spain,Male,18,7,0.0,2,1,1,96547.68699937504,103.06049752889528,10,4166.543000522509,0
52,619,France,Male,23,9,134039.54812760808,2,1,0,46336.93743461844,787.0729303260787,6,19802.819002799893,0
53,595,Spain,Female,54,6,94940.99199505908,1,1,0,20877.312429985213,543.7825477706286,6,24485.856513581228,0
54,698,France,Female,53,7,101556.96755953862,2,1,1,189749.7227526574,642.2679802966778,7,41562.875027729344,0
55,732,Germany,Female,45,7,0.0,1,1,1,87672.96872774404,94.2122508325744,7,11046.82389922478,0
56,724,Germany,Male,26,6,120970.97453309553,2,1,1,152258.76546845003,738.9361540304137,4,68911.7491203877,0
57,582,Spain,Female,53,0,0.0,1,1,1,35942.646895497695,79.4401575264462,6,4078.0153628936246,0
58,625,Germany,Female,42,3,0.0,1,0,0,128595.61050154536,80.35114880127497,7,8346.021204371817,0
59,676,Germany,Male,44,2,152715.71826590938,1,1,0,14756.399668754784,828.2040767196586,8,75121.39862618054,0
60,728,Germany,Male,42,8,125581.75847008501,2,0,1,90247.17179132016,750.3150781406129,5,55177.295307641005,0
61,611,Spain,Male,22,9,59963.188374824604,2,1,1,56640.44642900939,427.5639174727682,3,13036.228819306007,0
62,635,France,Male,26,7,0.0,2,0,0,73722.60021688417,126.70233726208832,5,10306.41803513576,0
63,561,France,Male,32,8,0.0,2,1,1,128592.10535698522,129.7214324485883,4,4608.735294305006,0
64,554,France,Male,44,4,0.0,1,1,1,77417.50786817049,73.92577925797696,7,7764.766142046318,0
65,715,Spain,Male,24,4,0.0,2,0,1,56969.305790233346,115.06195817139177,10,4572.219525294376,0
66,758,France,Male,36,9,100119.20990771553,2,0,1,145785.0175127191,618.3168483589824,7,30866.946044124452,0
67,644,France,Female,36,4,157684.1073188809,2,1,1,112976.76817175446,919.3524585860507,3,50397.618400720676,0
68,730,France,Male,45,1,0.0,1,1,1,129187.33324995879,60.347983885747496,10,5928.03439189778,0
69,678,France,Female,44,6,80009.56821133365,2,0,1,82653.48592181974,525.7977030713369,10,34747.88341721839,0
70,598,Spain,Male,27,7,73762.56250983919,1,1,1,58558.66894239342,452.00695025846204,5,47855.74741748288,0
71,678,Germany,Male,52,4,0.0,2,1,0,57434.48231367947,125.28409289762233,5,7371.094111114485,1
72,773,Spain,Female,26,7,74043.48037111812,2,1,0,198534.45304821772,482.74682911445177,7,23572.140732229756,0
73,647,Spain,Female,48,5,136370.4652055154,2,1,0,136540.27530861233,799.6566241041543,5,87875.4336106961,1
74,775,Spain,Male,32,3,115962.01931609848,2,1,1,28990.764557084236,696.275941349844,10,71881.59007147713,0
75,440,France,Female,39,6,0.0,2,0,1,132221.84079536682,136.68770876099106,6,12692.918427947763,0
76,715,France,Female,40,7,131943.20856503473,2,1,0,29616.513919819252,756.9713903575201,7,29639.53106057402,0
77,656,Germany,Male,39,8,171380.5665567608,1,0,1,66921.1445384789,944.6170972284319,5,43985.95280524905,1
78,626,France,Male,44,4,83338.79064504094,2,1,1,170645.83157725196,537.8256527936069,10,61975.74577675616,0
79,657,France,Female,41,8,98512.71189619026,1,1,0,183727.8902799196,565.3168999672951,6,34191.13102359428,0
80,490,Germany,Male,45,7,72674.3537096933,1,0,1,173403.49603677355,423.4975515705001,10,37176.263010323746,0
81,632,France,Male,42,0,125787.06767942231,1,1,1,115330.71693330556,718.8878182101406,5,38751.83534297919,0
82,678,France,Male,25,7,0.0,1,0,0,96091.61302373612,66.88012944310714,7,3913.523000552431,0
83,768,France,Female,40,7,86915.88422595715,1,0,0,56683.4980226421,503.91445716193516,2,27320.448969045716,1
84,608,France,Female,32,6,0.0,2,0,1,161645.8444209269,122.45521545607465,8,6438.503205237741,0
85,585,France,Female,26,0,89224.91001857357,1,0,0,128332.20395413873,522.0134318089897,7,60612.117510448224,0
86,609,France,Female,35,5,144160.13896645006,2,1,0,110606.1206944021,836.6307550488443,7,90040.82017733705,0
87,723,Spain,Female,39,1,60496.02601883179,2,1,0,59207.785929200625,429.87503251991944,8,40786.65477546086,0
88,676,Germany,Female,40,5,162806.6298456585,1,0,1,68957.45305135155,879.766513171749,7,68750.04378866394,0
89,607,France,Female,48,10,0.0,1,1,1,56585.64181121643,55.67801245740417,5,6297.742247263836,1
90,691,Germany,Female,51,1,94290.72278483088,1,1,1,131188.28429193975,549.8354556234965,6,54572.13804719644,0
91,657,France,Male,41,1,128832.11396547883,2,1,1,126175.1922038214,762.0176223980723,8,81149.55114567975,0
92,727,France,Female,43,6,192362.7288669902,2,0,0,42560.735602296445,1081.3336028462375,3,103858.1452880102,0
93,593,France,Female,38,10,126997.41242774433,1,0,0,73069.19976922477,701.6498128066288,3,78421.79835051365,1
94,623,Spain,Female,45,9,89612.02089248796,2,1,1,13233.368285347253,568.1984720025058,10,46108.82929990439,0
95,618,France,Female,42,0,148188.8232927308,1,0,0,43766.663928215465,815.1946009207217,5,64420.13456415414,1
96,532,Spain,Female,37,4,137260.04176019225,2,1,0,110439.54521246647,814.9334935230293,0,61588.93962373524,1
97,673,Germany,Female,59,0,88355.05596075168,2,1,1,81729.55466529346,581.6892488086046,8,57483.5340531309,0
98,670,Spain,Male,32,8,93066.96663784567,2,0,1,121576.67180313023,576.6150136734598,6,18802.12966665962,0
99,650,Spain,Male,52,4,0.0,2,1,1,90023.41625723729,107.57848090571242,10,10933.282562175693,0
100,631,Germany,Male,24,4,169403.7004829349,1,0,1,27786.489200883694,915.9629070852685,6,52560.08673977073,0
101,536,France,Female,46,3,85774.55156381146,2,1,1,136654.42635884843,557.2207134831599,9,59622.440009839585,0
102,616,France,Male,52,2,0.0,1,0,0,189514.02993010872,70.71493000732119,4,5074.381186883803,1
103,622,Spain,Male,18,7,169983.07308881456,1,1,1,61951.41158686658,931.0680710954255,7,69489.92991193014,0
104,585,Spain,Male,39,6,0.0,1,0,0,49441.8791591838,74.69739729393606,4,7593.883943774843,1
105,637,France,Female,45,8,151754.6866926742,1,1,1,169231.54929032997,823.5792963634728,5,59462.279223855316,0
106,682,France,Male,40,5,115787.3376420507,2,0,1,61489.35714963154,683.7972680726575,8,38004.045699260074,0
107,800,France,Female,41,0,0.0,1,1,0,81804.27105306844,79.39796192059819,4,2531.7723215447913,1
108,663,France,Female,39,4,151275.4360187741,2,0,0,52215.60342721998,868.0822587655456,5,98981.10209432567,0
109,670,France,Male,27,4,125054.06667266913,2,1,0,129436.88968614771,755.2789240055669,5,71429.961349733,0
110,644,Germany,Male,61,6,117434.62030522498,1,1,1,95512.45952777086,676.3197786575948,8,56751.25459197291,0
111,496,Germany,Female,32,9,0.0,1,0,1,80280.81922101098,72.55432815478842,8,6936.80327630282,0
112,647,France,Female,42,0,67905.81639711061,2,1,0,59542.46082029729,464.74533331964363,9,43480.80142547562,0
113,654,Spain,Male,31,0,119429.66120206697,1,1,0,191378.01974619724,672.8545957565315,6,20938.23139165076,0
114,847,Germany,Male,18,5,0.0,1,0,0,26231.891502672566,77.6879569489236,5,2706.045773576342,0
115,634,France,Male,28,5,144051.7060703941,1,0,0,62132.31912564408,786.9644016669006,3,60950.76305264239,0
116,674,France,Male,23,8,187564.68800701073,2,1,0,75711.96193516132,1068.9167129884536,4,101606.96898874402,0
117,647,Spain,Male,48,2,79018.65844992391,1,1,0,165353.09303400142,457.68543830241777,2,24201.46821588864,1
118,556,Germany,Male,31,4,115774.46509722747,2,1,1,190828.8263003098,705.158013204975,3,79592.16832529767,0
119,741,France,Female,32,4,134082.757529038,2,1,0,11465.156302018875,777.9966383615871,8,31632.47987308154,0
120,710,Germany,Female,27,0,89851.34247166417,1,1,0,192374.79441202193,526.4624695043981,4,52299.20590166724,1
121,713,France,Female,38,5,137035.44145088372,1,1,0,192779.9688710733,737.9585775116047,7,27819.11344007389,0
122,577,France,Female,30,3,129007.41125310698,3,0,1,183155.84518690396,809.8123802410536,8,37090.135525830934,0
123,762,France,Female,47,5,0.0,2,0,1,184734.67322591227,123.48858925135976,6,7954.191040965885,0
124,537,France,Female,41,7,0.0,2,1,1,162494.1910830492,119.62290863016597,5,8451.134601369517,0
125,696,Germany,Male,32,7,0.0,1,0,1,67030.64047206492,78.62408901005425,8,4013.552349667898,0
126,825,Germany,Male,46,2,132967.86136188643,1,1,1,162252.41621494442,738.803845543705,10,31445.735091226532,0
127,570,France,Female,38,8,65903.68642576272,2,1,0,102927.75545332089,445.9113398515371,10,52184.36216183881,0
128,604,Germany,Female,38,10,0.0,1,1,0,112697.43967223726,69.86052164143692,4,7516.584410027837,1
129,657,Germany,Male,23,3,110053.7783616338,1,1,1,14357.00739080589,629.7375225922395,9,51684.57626686059,0
130,609,France,Male,37,0,147456.5698550834,1,0,1,100279.48665509847,794.5298260819117,7,76910.87798898692,0
131,525,Spain,Female,41,8,86404.5107983881,2,1,1,61465.93623604745,566.5632940493748,8,36250.79307437294,0
132,655,France,Male,51,4,134346.4091053544,2,0,0,74108.48014282645,768.5239527647088,6,71793.26341741004,0
133,565,Spain,Male,30,7,138988.85952746606,1,1,1,100336.67931943064,780.5367568434098,6,39190.069523853184,0
134,687,France,Female,60,6,125064.51252790495,1,1,0,140700.91738000535,698.15986607684,5,27372.45187791075,1
135,576,Spain,Male,43,4,146688.60529592857,1,1,0,24411.52801190739,811.6987236241582,7,76635.76854518398,0
136,773,France,Female,22,7,180935.90586784392,1,1,1,124859.36866220355,971.1803090774938,8,104068.69769847617,0
137,587,Germany,Female,29,0,148596.29707074963,2,0,1,67070.45127828381,863.9941589364488,6,39462.240573181145,0
138,624,Germany,Female,52,10,106530.09699810194,1,1,1,167154.98184140894,603.0998556600879,6,58750.119727741374,0
139,715,France,Male,50,3,137723.83761367944,2,1,1,179870.57179524898,832.1259557556826,10,68891.34090667851,0
140,551,France,Male,38,4,154791.1702215404,1,1,1,28931.94648364546,840.460470748731,5,94594.09030329982,0
141,668,France,Male,39,3,96857.45908533214,2,1,1,176203.80522800348,613.7551165729691,6,72097.97482514742,0
142,754,Spain,Female,26,5,138416.86689065132,1,1,1,112826.63530421269,742.2589826886745,7,63963.43726349369,0
143,521,France,Male,51,8,127020.20473584355,1,1,0,41131.55997441447,692.2465530443653,6,59831.59497218179,0
144,664,Spain,Male,28,0,0.0,2,1,1,11799.239139491925,142.45197842749616,9,14592.54838351709,0
145,670,France,Male,46,9,0.0,1,1,1,124859.16743449171,73.82992443172903,5,8442.215997338963,0
146,712,France,Male,51,10,115652.62759367366,1,0,0,111090.74058157257,661.9415362916166,4,27834.727273602533,1
147,551,France,Male,38,1,100945.12317968295,2,1,0,145977.59744773014,617.8985601836974,6,33094.67949372759,0
148,544,France,Female,47,0,128635.45792803378,1,1,0,106288.33355844667,701.2720586815792,0,41417.210791463585,1
149,691,Germany,Male,56,6,142069.41720673803,2,1,0,14226.190755690526,822.7544634225785,3,26441.364881081256,1
150,673,Germany,Male,40,1,66083.25606976147,2,1,0,92201.6042887663,449.3857811573327,8,21063.852814711157,0
151,670,France,Male,36,8,0.0,1,0,1,169813.1051664918,54.3457451810078,5,2658.0975648439294,0
152,677,Spain,Female,37,7,164788.18106309164,2,0,0,82697.46666910118,941.7058616946903,9,88635.73112473165,0
153,595,France,Male,30,9,165465.1944531139,1,1,1,59818.64706747817,880.2818934015664,9,44276.40908645288,0
154,668,Spain,Female,30,0,167656.37776995337,1,1,1,65319.21914111055,900.9076315823354,7,62803.67929634644,0
155,673,France,Female,42,2,145338.02049152786,3,1,0,30004.61886489145,888.0534056786722,7,104673.72347158862,1
156,592,Spain,Female,36,5,159622.275458274,2,1,0,82892.30265126421,918.6299312216747,6,79485.98468820359,0
157,799,Germany,Male,41,10,108817.0837542413,1,1,1,157937.24916511774,628.8946039569506,8,33259.27869298724,0
158,687,France,Female,23,2,118724.32198488548,1,1,0,21420.69045694441,673.3071614141883,5,57605.48478149654,0
159,554,Germany,Female,37,8,74654.71090148862,1,0,0,184178.33491319534,451.0206573369627,6,21197.23031297149,0
160,702,France,Female,48,9,105039.57368986931,1,1,0,95674.90078690123,593.0004172005669,2,25615.702172381043,1
161,572,France,Male,26,9,146874.24241341755,1,1,0,134847.7698376109,806.5593759743261,5,49493.05074318588,0
162,712,France,Female,38,1,136328.42101770235,1,1,1,80911.34917185496,744.434226889394,6,28205.851320938276,0
163,742,France,Female,19,5,43115.76038818197,1,1,1,60684.061219031275,294.03810093183694,9,18458.021790428964,0
164,584,France,Male,24,1,123033.61077265991,2,1,1,27933.212506644995,742.1435523507918,6,79119.35309983118,0
165,727,France,Male,46,2,106163.36304672484,1,1,0,99592.95329064444,583.9116610505201,5,39684.33660375447,1
166,683,France,Female,34,9,112291.57314360741,1,0,1,89586.63945935092,627.9124633037793,5,26149.097557417626,0
167,715,France,Male,56,8,164182.03449080407,2,1,1,118741.00201503311,928.7630417922122,7,46247.458926669526,0
168,801,Spain,Female,42,8,0.0,2,1,1,86356.13415698016,117.95402373093017,7,7730.875066002199,0
169,630,Germany,Male,43,1,92377.3838303428,1,1,1,95061.39889754046,521.5933942728533,7,38009.47342147999,0
170,589,France,Male,27,7,0.0,1,1,0,159759.43177494925,96.77261532217078,10,8526.530830060019,0
171,578,France,Female,34,2,0.0,2,0,0,34107.84883808771,127.17874123826135,4,13517.231026601472,0
172,584,France,Male,30,1,150819.55239010358,1,1,0,87470.06842399544,832.5046492368858,7,36891.905141515206,0
173,643,Germany,Female,27,10,0.0,1,1,1,36517.258266085264,64.74105779258316,7,6331.225086410065,0
174,677,Spain,Female,44,9,0.0,1,1,0,188089.66711424504,67.03445495777667,4,5834.460117697016,1
175,672,France,Female,46,7,0.0,2,0,0,167489.31689864263,138.0422283073341,7,8427.934402495865,0
176,716,France,Female,41,2,153814.1946415089,2,0,1,170924.68672594527,896.6452355236714,6,36440.52342522942,0
177,651,France,Female,29,7,143986.55498677533,1,1,0,36052.04369333123,810.8257685665104,5,78272.10034940657,0
178,766,France,Male,41,5,107866.58298794221,2,0,1,176312.76724106268,660.2662957522186,9,30040.949656967183,0
179,628,Germany,Female,18,0,0.0,1,1,1,37206.60902295418,66.46647716389926,7,4736.243658597606,0
180,850,Germany,Male,51,1,138743.89329080202,1,0,0,98536.52454449164,779.5980478071316,3,50810.27312799289,1
181,700,France,Male,25,1,95145.25463789335,1,1,1,29010.57363717683,568.6170405752539,5,52684.98681127769,0
182,581,Spain,Female,26,6,0.0,2,1,1,186722.05592906429,120.42873885432002,7,9822.761307562181,0
183,564,France,Female,39,5,123516.33736618372,1,0,1,196914.27404270295,684.5623637859561,7,32779.23093205019,0
184,688,France,Male,40,1,97180.77368181603,2,1,0,90421.65505221572,629.8022843432228,5,60434.28355995703,0
185,632,Germany,Male,37,0,146550.21716210718,2,1,0,190370.2255297065,861.0557597405541,5,77125.1738646542,1
186,707,Spain,Female,26,4,111635.56255106456,2,1,1,27638.668195134553,666.8992074524093,10,54336.26395876095,0
187,687,France,Male,49,10,80611.0051774187,1,0,0,183024.05031269672,464.6991357593168,5,13586.927450243436,1
188,644,France,Female,21,1,125680.9615164724,2,1,0,75429.14840110284,725.9804582913561,6,83730.3729847021,0
189,582,Germany,Female,23,9,0.0,2,1,1,136871.20028026335,95.06648145587708,4,2570.6605107766954,0
190,528,Spain,Male,36,9,0.0,2,0,1,77974.86491794433,139.51914583492243,7,14038.25301457132,0
191,614,France,Male,25,5,56818.21343532753,2,1,0,123793.85663311886,405.9511736742904,5,18037.60721311232,0
192,718,France,Female,50,1,0.0,2,1,1,53558.67596514223,141.12341327699255,6,3410.046143998795,0
193,667,France,Male,26,10,132082.9968975023,2,1,0,128755.57883006158,780.7384867917491,9,21362.644821132923,0
194,550,Germany,Male,53,8,0.0,1,1,0,106721.16092550618,69.85780049062002,5,2126.676447455217,1
195,663,Spain,Male,48,4,158090.12311085072,1,1,0,78836.99591864075,867.8294709133626,7,94668.30481328895,0
196,680,France,Male,50,6,73620.99852259603,2,0,1,93446.32947666389,491.44111446180835,10,47197.438831454056,0
197,579,Spain,Male,56,3,0.0,2,1,1,104864.05066054247,117.09033897293307,8,8393.572678499328,0
198,662,Germany,Female,38,1,72404.3979458457,2,1,1,89036.23172294807,489.9757441295691,9,54534.371936510914,0
199,654,France,Female,27,2,87678.19390297538,1,1,1,23256.805582852117,512.2095926265457,4,39047.33870442687,0
200,558,France,Female,36,4,129834.75768372018,1,0,1,159616.22150040886,730.5363492025339,7,40539.8595146374,0
201,678,Spain,Female,32,0,0.0,2,0,0,136220.22555072373,133.11321713078308,5,3272.4485511440234,0
202,694,Spain,Male,30,3,124513.22511254733,1,1,1,139418.14330566354,689.4032733754528,6,69399.73815174877,0
203,736,Spain,Male,39,3,0.0,1,1,1,19780.00911623217,81.82816992627205,10,9556.199697046195,0
204,734,Germany,Female,34,1,82137.6807189929,2,1,0,156834.5933837295,529.4042437494332,5,20388.744515247196,1
205,539,France,Female,30,8,74239.45647394443,1,0,1,157425.80660658597,445.468822015815,8,52308.01480897284,0
206,574,France,Female,35,5,139208.6676166643,2,1,1,160976.78101424163,813.2827070937694,9,37493.491580268856,0
207,691,Germany,Female,43,8,67568.58588691868,2,1,1,126782.9038751471,440.6270596044121,4,34740.08471932794,1
208,691,France,Female,47,5,83576.3335676404,1,0,0,107752.1315692593,491.2846619046018,4,20609.347400002982,1
209,691,Spain,Male,21,1,0.0,1,0,0,175817.59711492824,62.91713032067919,4,3184.048049641876,0
210,850,Spain,Female,34,0,128936.85332731964,1,0,0,120666.38047560341,716.370266483339,2,85154.9279523317,0
211,695,Spain,Female,36,3,128561.39679489838,1,1,1,27635.083683150016,717.4250869573029,6,45158.69213738246,0
212,740,France,Female,26,0,79956.15703097422,2,1,1,76212.01869738451,497.89595668362216,5,27450.333469665235,0
213,726,Germany,Female,36,7,120674.09994880798,1,1,1,145499.97467260863,696.8428823848876,7,57098.126348589874,0
214,702,Germany,Female,39,10,87864.0610618999,1,1,1,88104.95487788747,514.7637640728907,8,15037.0087886842,0
215,624,Spain,Male,43,0,130860.35175467086,2,1,0,162050.72953216595,778.0295022404791,5,33569.470068771836,0
216,710,France,Female,38,4,0.0,1,1,0,98777.59511985099,70.37195655524016,4,8065.530823232332,1
217,588,France,Female,29,8,146121.90225489903,2,1,0,83205.47809822483,856.0351902962541,3,91806.56358142248,0
218,631,France,Female,58,0,112963.38686888227,1,1,0,76377.76845809966,628.5607334655057,4,43825.71944231637,1
219,611,France,Female,46,3,106004.93366720164,2,1,0,69841.80770361505,661.8131679726125,5,63900.60573170548,1
220,656,France,Male,43,7,171850.90847590772,2,1,0,101073.62096792927,982.166207663789,8,54897.75616525288,0
221,835,Germany,Female,48,7,64612.0506208308,2,1,1,123852.89130605073,441.5857199561449,8,43996.204446894764,0
222,500,Germany,Female,40,0,175552.0395797626,1,1,1,185711.08563567416,942.853720038368,9,75827.01701010758,0
223,704,Spain,Female,50,7,0.0,1,0,0,149037.4664634246,57.267800651955554,1,1821.3512909014014,1
224,520,Spain,Male,38,10,78623.23609685866,2,1,1,50175.20414937325,522.6718434279198,8,41890.92484580122,0
225,612,France,Female,38,2,101541.13136030681,1,1,0,96234.73199245607,579.1761939460404,2,36792.67083496305,1
226,737,Germany,Male,44,10,0.0,2,0,1,68253.25406183937,122.20856645819433,6,7564.934804348769,0
227,655,France,Female,53,6,143357.16126778856,1,1,0,56138.68973028905,776.609072584374,3,65323.24716238365,1
228,563,France,Male,53,9,181531.0326679671,3,1,1,135067.57915749995,1073.928042830077,7,51255.54452385384,0
229,592,France,Female,43,10,0.0,1,0,0,31409.250378780504,82.10903685808687,3,7114.029037559381,1
230,704,Germany,Male,43,0,0.0,1,0,1,14936.742345939612,79.40063817585677,8,8501.517130466573,0
231,591,Germany,Male,44,4,146654.73162803942,2,1,0,88578.65181739749,848.8764290800473,5,87787.8376511304,1
232,667,France,Female,47,3,60145.958235691694,2,1,0,36101.180756080226,418.3063374861649,7,32157.835371264464,0
233,653,Germany,Male,50,3,116309.47889803378,1,1,0,107072.96019444965,663.7810564342926,7,58083.550366922864,0
234,597,France,Female,35,4,125548.36875906869,2,1,0,114509.75864066122,742.7623597288193,7,26836.996408130603,0
235,821,France,Female,51,2,74431.37955582692,1,1,1,41495.136034820534,456.24047227358164,8,25974.223402350308,0
236,700,Germany,Female,41,6,0.0,2,0,1,142367.78372765912,114.64343030471298,5,4181.410332637089,0
237,487,Germany,Male,44,1,100696.23596755693,1,1,1,31661.961253704667,568.7838529649174,9,57822.498788870995,0
238,664,Spain,Female,51,0,0.0,2,0,0,127316.38011570594,129.30781463095667,6,11882.879949498989,0
239,597,Spain,Male,45,5,0.0,1,1,0,132625.43600233458,89.05802412793871,7,4870.966258290691,0
240,718,Germany,Female,47,0,0.0,1,1,0,163787.67469440732,77.22720323559896,7,8030.498595037664,0
241,586,Germany,Female,34,10,116490.23867708072,2,1,0,178503.44326652333,705.0933363230823,6,63268.414937727626,0
242,640,Germany,Male,52,6,134985.54304131222,1,1,1,137344.49089081568,745.6990599894019,8,48370.83721632588,0
243,690,Spain,Male,44,7,152593.00014218775,2,1,1,127940.50149928735,897.5329843948573,5,77568.7857469505,0
244,719,Germany,Male,39,1,131702.24613366398,1,0,1,138692.9491178194,728.2775734558626,8,63579.60245361456,0
245,553,Germany,Female,49,3,74119.73604112535,3,0,0,110208.3404119503,537.703003911212,7,15456.77089059475,1
246,623,France,Male,63,6,120946.28601481223,1,1,0,127208.39440513637,666.9846911254128,2,67477.71725603909,1
247,612,Germany,Female,26,10,102109.8043384314,2,1,1,182133.11110626598,635.302686475816,8,58439.39460335609,0
248,597,France,Female,29,5,0.0,1,0,1,141927.62921813462,61.267592536978576,8,2295.6702829367487,0
249,791,France,Female,64,1,101256.41439163302,1,1,0,67227.95171181152,575.2902049701032,4,54542.278635762006,1
250,682,Spain,Female,42,3,121915.0910406177,2,0,1,145848.82776238275,732.2167835185614,10,81890.76928947798,0
251,549,France,Male,39,2,128878.11000895587,1,1,1,27214.597592720893,708.4758481641122,5,59919.85158530375,0
252,723,Spain,Female,36,8,93744.58323225204,2,0,1,96084.63571848237,570.6385809125162,10,66393.31541178765,0
